Title,Sentiment,Withhold
MGM Averts Bankruptcy at CityCenter in Las Vegas,0e+00,0.2999999999999999
"Staffordshire hoard goes on display in British Museum in London, England",0e+00,0
Sotomayor Defends Ties to Association,0.3,0.44999999999999996
Archaeologists find 1.8M-year-old Homo erectus skull,0e+00,0.44999999999999973
"UCLA defeats USC, ends Trojans' BCS title hopes",-0.2,0.1499999999999999
Medical Student Is Indicted in Craigslist Killing,0.2,0.44999999999999996
Cricket: India defeats Australia by 72 runs in third test,0e+00,0
Banks Brace to Fight Planned Regulatory Agency,0.1,0.4500000000000002
US nationals arrested for alleged abduction of Haitian children,-0.6,0.1499999999999999
NASA mission finds water on the Moon,0e+00,0.2999999999999999
Calls for bottled water bans grow in Canada,-0.5,0.45000000000000007
Court Favors Karzai Term Until Election,-0.1,0.5999999999999999
U.S. vice president Joe Biden says positive consensus on same-sex marriage is 'inevitable',0e+00,0.3
6 Detainees Are Freed as Questions Linger,0.1,0.44999999999999973
2007 World Deaf Swimming Championships Day 2: An intensive matchday,0.1,0
Sesame Street to promote healthy lifestyles,0.4,0.7999999999999999
Kuwait parliament gives women the vote,0e+00,0.14999999999999974
Wikinews interviews Stephen Murphy about the upcoming by-election in the Higgins electorate of the Australian parliament,0e+00,0
Seattle Police Chief May Be Next Drug Czar,-0.4,0.44999999999999973
Switch-Pitcher Venditte Impressing Fans but Not Many Scouts,-0.1,0.5999999999999999
"For the Ultimate Board Champion, Mix Surf, Turf and Snow",0e+00,0.2999999999999999
Chad Says It Hit Rebels in Air Raids Inside Sudan,-0.3,0.4950000000000001
Top Air Force Officials Alter View on Fighter Jets,0.8,0.44999999999999996
Payoff Over a Web Singing Sensation Is Elusive,0e+00,0.4949999999999999
Lawsuits in Madoff Case Add to Details About Fraud,-0.2,0.3000000000000001
Wikinews interviews on contributions to open-source: Opera,0.1,0.14999999999999997
Anne Mulcahy Passing Reins to Ursula Burns at Xerox,0e+00,0.6
Dresdener Elbe Valley becomes UNESCO World Heritage site,-0.2,0.44999999999999984
"Mike Dunlap Is Coaching at Arizona, but Not for Long",-0.2,0.44999999999999996
UK's BAA forced to sell three airports,-0.7,0.2999999999999999
Turbines on the Tundra,0e+00,0.4949999999999999
UK and U.S. bombing raids against Iraq increased in 2002,-0.1,0
"Magnitude 6.0 earthquake in China kills three, injures dozens",-0.1,0
"Man attacks people, kills 7 in Akihabara, Tokyo",-0.6,0
Moscow celebrates Victory Day with military parade,0.1,0.44999999999999996
Hundreds of lawsuits filed against music sharers in US,-0.4,0.21000000000000013
"MTV, Warner Music agree on licensing deal",0.5,0.44999999999999996
"Economy Remains Weak, but Fed Sees Bright Spots",0.1,0.44999999999999984
Point-and-Shoot Does Not Preclude Thinking,-0.5,0.44999999999999996
Schröder loses motion of confidence,-0.7,0.44999999999999996
Australian resort manager faces possible 10-year prison sentence in Indonesia,-0.4,0
US pool player Wade Crane dies in car accident age 66,0e+00,0.15000000000000008
Wikinews visits the Pacific Orchid Exposition,0e+00,0.7999999999999997
Obama Signs Equal-Pay Legislation,0e+00,0.44999999999999996
Australian rules football: West Gippsland Football League Semi Finals,0.1,0.4650000000000001
Monday's no-confidence vote may signal end of current Canadian goverment,-0.7,0.45
11 killed in Mexican military helicopter crash,-0.4,0.44999999999999996
Trade Barriers Rise as Slump Tightens Grip,0.1,0.44999999999999973
"San Jose, CA, USA, city manager resigns amid Norcal investigation",-0.2,0
Stimulus May Provide Relief for States and the Jobless on Health Insurance,0e+00,0
Asian countries call for global currency,0e+00,0.44999999999999996
From Web Designer to Utility Supervisor,0.1,0.44999999999999996
"Airplane that crashed near Buffalo, New York 'was on autopilot'",-0.4,0.5099999999999998
Five of six accused over 9/11 to be tried; charges against '20th hijacker' dropped,-0.5,0
Justices Retain Oversight by U.S. on Voting,0e+00,0.3
Nomination of U.S. Afghan Commander Revives Questions in Tillman Case,0e+00,0
G.M. to Announce 3rd New Plan in Last 4 Months,-0.2,0.1500000000000002
Just Browsing? A Web Store May Follow You Out the Door,-0.1,0.4500000000000002
Economic Indexes Show Signs of a Slowing Decline,-0.5,0.7999999999999999
"Finland offers helicopters, personnel to assist Greece with forest fires",0.1,0
Boxing: Pacquiao and Diaz trade verbal punches,0e+00,0.3
A Wild Cossack Rides Into a Cultural Battle,0.2,0.44999999999999996
Cycling Ready to Use Blood Profiles to Fight Doping,0.2,0.45000000000000007
Riots in Greece enter fourth night,0e+00,0.44999999999999973
Emerging Powers Prepare to Meet in Russia,0e+00,0.44999999999999973
Pink elephant spotted in Botswana,0e+00,0.4500000000000002
"Emergency at JDS Uniphase in San Jose, CA",-0.2,0.3300000000000001
North Korea seeks diplomatic relations with the US,0e+00,0.45000000000000007
Workers Protest Across France,-0.3,0.4949999999999999
Rutgers Rally Falls Short Against Purdue,0.4,0.44999999999999996
Unwinding Fed Support,0.3,0.44999999999999996
Tasmanians protest against pulp mill,-0.4,0.4500000000000002
No-fly zone demanded by Syrian protesters,-0.6,0.44999999999999984
Home Depot Closing Design Centers and Cutting Jobs,0.1,0.44999999999999996
O.J. Simpson named suspect in robbery,0e+00,0.3
Judge Halts Investigation Into ID Theft in Colorado,-0.1,0.6000000000000001
Long Island teen found guilty of hate crime,-0.7,0.44999999999999973
Austrian man kept daughter prisoner in cellar for 24 years,-0.1,0.1499999999999999
"South African serial killer guilty of nineteen rapes, sixteen murders",-0.3,0
New Zealand Telecom could be split into three,-0.1,0.44999999999999996
Russia Pins Comeback Hopes on Superjet 100,0.3,0.44999999999999973
State of emergency declared in New York over H1N1 swine flu virus,-0.5,0.45000000000000007
"Suicide bomber kills 24 in Peshawar, Pakistan",0e+00,0.3000000000000001
"Even Amid This Slump, Demand for Toyota Prius Is Insatiable",0e+00,0.29999999999999977
Questioning Role of Politics in Secrecy of Kenyan Election Poll,0.4,0.4950000000000001
Illinois Governor Blagojevich appoints Roland Burris for vacated U.S. Senate seat,-0.1,0.06000000000000005
Chinese human rights activist faces trial,-0.1,0.2999999999999998
Mayor of Oslo resigns after tax fraud scandal,-0.4,0.44999999999999996
Bank Worries Keep Pulling Markets Back,0e+00,0.44999999999999984
Grover Norquist attempts to trademark 'K Street Project',-0.5,0.45000000000000007
"Foreclosing on a Plane, Then Flying It Away",-0.1,0.44999999999999996
Rail network in Kashmir comes under attack,-0.6,0.44999999999999996
Religious broadcaster Pat Robertson calls for assassination of Venezuela's president,-0.3,0.1800000000000001
Judge Approves $33.3 Billion Federal Loan to G.M.,0e+00,0
Darling announces UK budget for 2009,0e+00,0.0
"AU peacekeepers killed in Somalia, Islamists vow more attacks",-0.5,0.315
Togo opposition wants election delayed,-0.7,0.44999999999999996
Swine flu outbreaks appear globally; WHO raises pandemic alert level to 5,0.1,0.14999999999999997
Chinese hostage rescued in the Philippines,0.1,0.44999999999999984
Russian Factory Bets on a Market for a Mobile Water Cannon to Dampen Dissenters,0e+00,0
"Guns Go Silent After 24-Hour Face-Off in Baghdad, but Tensions Remain High",0e+00,0
Kremlin Critic on Ballot in Olympic City,0.1,0.2999999999999999
African Union rejects calls for action on Zimbabwe,-0.5,0.14999999999999997
"Decade worth of messages, interviews from bin Laden leaked to web",-0.4,0.14999999999999997
Jump in Food Costs Drives Up Price Index,-0.2,0.44999999999999996
Cavaliers Give Cleveland a Shot at Reversing Roles,0e+00,0.45
South African parliament questioned over media policy,-0.5,0.44999999999999996
Suicide attack at Yemen shrine leaves nine dead,-0.1,0.3
Greek minister's statement causes political tension,-0.8,0.45
Mumbai officials demolish 39K shanties; 200K homeless,-0.4,0
"For Two Israeli Tennis Players, Focus Returns to Sports, Not Politics",-0.7,0.14999999999999997
"Two shot on nuclear submarine in Southampton, England",0e+00,0
Commander Says U.S. Still on Schedule to Leave Iraq,-0.4,0.14999999999999997
Around 240 Chilean protesters detained after anti-government demonstration,-0.2,0.14999999999999997
Airlines plan reroutes around Syria as potential for US military intervention increases,0e+00,0.0
Audio Analysis: Getting a Jump on Gun Violence,-0.1,0.45000000000000007
Win in Finale Helps Devils Forget Losing Streak,0.4,0.44999999999999996
Yani Tseng captures Women's British Open title for a record fifth major,0.2,0.6499999999999999
Mets and Alex Cora Agree on One-Year Deal,0.3,0.14999999999999997
Hundreds of Air Canada flight attendants to lose jobs,-0.7,0.3
George and Laura Bush introduce 2008 White House egg roll,0.1,0
"North Carolina terrorist ring broken up, seven arrested",-0.6,0.4500000000000002
Panda cub born in Taiwan to gifted Chinese pandas,0.2,0.5149999999999999
Issue of Execution and the Retarded Returns to Supreme Court,-0.5,0.45000000000000007
"One day after attempted rescue, six stranded whales die on Australian beach",-0.2,0
Serbian firefighters shot at from Kosovo,0e+00,0.44999999999999984
Smartphone Debut Helps Palm Beat Estimates,0.9,0.4500000000000002
US TV host Conan O'Brien rejects NBC's offer to switch his show's time slot,-0.4,0.1999999999999999
California wildfire forces evacuation of thousands,-0.5,0.7999999999999999
Camel Rock Festival held in Scilly,0e+00,0.44999999999999996
Psychiatrist Dr. Jerald Block tells Wikinews about addiction to the Internet,0e+00,0.26999999999999985
IBEX satellite releases first all sky map,0e+00,0.44999999999999996
Armed conflicts in the world down by 40% since early 1990s,-0.6,0.1500000000000002
Human Rights Watch: Israel used white phosphorus on densely populated areas in Gaza,-0.1,0.2999999999999999
Virginia crime commission endorses tougher dog law legislation,-0.3,0.44999999999999996
"From TV to the Web to Your Phone, Via Sling Media",0.2,0.14999999999999997
300 Laid Off at Sears,0.2,0.44999999999999996
Emma's Imagination declared winner of UK's 'Must Be The Music',0.1,0.2999999999999999
Big U.S. Role in Lending to Students,0e+00,0.44999999999999996
"British Columbia could get an earthquake, survey warns",-0.1,0.30000000000000004
"Number of private contractors killed in Iraq and Afghanistan passes 1,000",-0.3,0.0
Olympics organisers insist London win in 2012 ballot was fair,-0.3,0
Witnesses of fire in Vladivostok under investigation,-0.2,0.3
Head of US Minerals Management Service resigns following BP oil spill response,-0.2,0.0
"Syrian residents claim U.S. bombing, shooting into Syria",-0.5,0.4499999999999999
Wikimedia Foundation addresses controversial content conflict,-0.2,0.44999999999999996
A New Jets Administration Promises Change,0e+00,0.4500000000000002
Playboy Says It Is Open to Sale of Business,0e+00,0.45000000000000007
Violence in Kenya kills at least thirteen,-0.6,0.44999999999999973
"Wikinews interviews journalist Konrad Godlewski, who uncovered BATUTA hoax",-0.2,0.22500000000000014
"Buffalo, New York man shot in head, run over by shooter's car",-0.5,0
US stocks log gains for fourth week in a row,0e+00,0.14999999999999997
Cautious Optimism About Consumer Spending,0e+00,0.44999999999999996
Enlisting a Global Work Force of Freelancers,0.3,0.44999999999999996
New South Wales water supply problems continue,-0.6,0.44999999999999996
Looking to Add Diversity in Environmental Movement,0e+00,0.44999999999999996
A Call for Smarter Regulation,0.1,0.4500000000000002
Mike Tyson set to retire after loss,-0.2,0.44999999999999996
Gorillaz Nominated for 5 Grammy Awards,0.1,0.44999999999999973
"In St. Louis, Glorious Stadium Honors Glorious Past",0e+00,0.4500000000000002
ACLU: Gen. Sanchez possibly perjured himself at 2004 Senate inquiry,-0.1,0
"UK Transport Minister ""pied"" during launch of Future Heathrow group",0e+00,0
Blood recipients contract HIV in Peru,-0.3,0.44999999999999973
North Korea Says Journalists Admitted Crimes,-0.2,0.44999999999999996
Boy killed by shark in Australia,-0.4,0.45000000000000007
"Naperville, Illinois welcomes home Olympic silver medalist Molly Schaus",0e+00,0.14999999999999974
Inquiry on Graft in Iraq Focuses on U.S. Officers,-0.1,0.16499999999999992
"Graves Disturbed, Jewish Group Says",-0.1,0.44999999999999996
South African police probe 'racist' image on Facebook,-0.1,0.44999999999999996
Bangkok hit with further New Year bomb blasts,0.3,0.44999999999999996
Kirchner Resigns as Party Leader in Argentina,0e+00,0.45000000000000007
Chad calls for UN troops to withdraw,-0.1,0.30000000000000004
President of Afghanistan uninjured after assassination attempt,-0.2,0.45000000000000007
"Democratic Republic of Congo adopts new constitution, plans elections",0e+00,0.30000000000000004
Irish Senator Kieran Phelan dies at age 60,-0.1,0.22500000000000014
Google creates new desktop software,0.3,0.4500000000000002
Copenhagen climate conference opens,0e+00,0.44999999999999996
Energy Costs Push Up Consumer Prices in January,-0.5,0.44999999999999973
6.9 magnitude earthquake hits western China,0.1,0.4500000000000002
Wikinews interviews U.S. Libertarian presidential candidate Bob Jackson,0e+00,0.4499999999999999
UK submarine hits rocks in Red Sea,0.6,0.2999999999999999
Seattle's oldest newspaper to become online-only,0e+00,0.4500000000000002
New video games rating R18+ becomes available in Australia,0.2,0.44999999999999973
Science of champagne bubbles explained,0e+00,0.4500000000000002
Modern Dance and Art Bring a Burst of Color to a Gray City,0e+00,0.45
State of the health care system in Sierra Leone critical,0e+00,0.45000000000000007
British police charge taxi driver with murder,-0.7,0.44999999999999996
Arnold Schwarzenegger to visit Canada,0.3,0.4500000000000002
"On the Lookout, With a Digital Security Camera",0e+00,0.44999999999999996
"Magnitude 3.6 earthquake shakes Washington, D.C.",0e+00,0.44999999999999996
Card Fees Pit Retailers Against Banks,0e+00,0.4500000000000002
E-Passport cloned in five minutes,0.1,0.44999999999999996
Higher Oil Prices Help Widen U.S. Trade Deficit,0.5,0.44999999999999996
Texas Ranchers and Farmers Struggle in Drought,0e+00,0.44999999999999996
Rahlves Fails to Retain Winter X Games Title,0e+00,0.3450000000000002
A World Cup Qualifier. Cool.,0.5,0.7999999999999999
Oakland Seeking Answers in Police Killings,0e+00,0.44999999999999996
Boston University Stuns Miami to Win Fifth N.C.A.A. Title,0.1,0.6499999999999999
Security Budget Shows Soaring Olympic Costs,-0.1,0.7999999999999997
Congress Passes Bill to Tighten Weapons Programs,0.2,0.44999999999999996
Adam Air may be shut down after string of accidents,-0.6,0.45000000000000007
Wake Forest Redeems Itself Against Duke,0.4,0.44999999999999996
English court jails policeman over insurance fraud,-0.6,0.44999999999999996
General relativity effect confirmed: satellite experiment,0e+00,0.44999999999999996
McClatchy Plans to Cut 15% of Its Work Force,-0.3,0.44999999999999973
Gas prices in the U.S. fall below $2 a gallon,0.1,0
Solar-powered plane completes 26-hour flight,0e+00,0.44999999999999996
US charges homeless man after plane stolen and crashed in Maryland,-0.7,0.2999999999999999
Suicide Attacker Kills 15 in Somalia,0.3,0.44999999999999973
Search continues for crashed Cambodian plane and 22 aboard,-0.4,0.15000000000000008
Habertürk media sparks outrage over woman’s murder photo in Turkey,-0.7,0
Iraq War Claims Its Oldest Combat Fatality,0.2,0.44999999999999996
Serie A 2008–09: Inter Milan hire Mourinho as new Head Coach,0e+00,0
"Man jailed for murder of children in Manchester, England",-0.6,0
Australia Wildfire Suspects Are Freed,-0.1,0.4500000000000002
Many dead in Egyptian resort blasts,0e+00,0.44999999999999996
UBS Raises $3.5 Billion in Share Sale,0.3,0.14999999999999974
Indiana congressional candidate Tony Zirkle defends speech at Nazi meeting,0e+00,0
Daisy Dick wins Barbury International Horse Trials,0.1,0.4500000000000002
Administration Takes Tougher Antitrust Line,-0.5,0.44999999999999973
Princeton Goes International for StarCraft E-Competition,0.2,0.44999999999999996
Portrait of German Gunman Emerges,0e+00,0.45000000000000007
Intellectuals Call for Release of Uighur Economist,0.1,0.44999999999999996
China sentences six more to death over riots,-0.7,0.1499999999999999
Cyclone in Bay of Bengal kills at least 17,0e+00,0.4500000000000002
"Mayor of Baltimore indicted on theft, perjury",-0.7,0.2999999999999999
A Struggle Out of the 2nd Round for Federer,0e+00,0.14999999999999997
Miss Georgia relinquishes crown after 12 hours,-0.1,0.44999999999999996
Foot-and-mouth confirmed at UK farm,0e+00,0.44999999999999996
Holder Wants Some Detainees Tried in the U.S.,-0.7,0.45000000000000007
13 dead as cargo plane crashes in Congo,-0.6,0.4500000000000002
Russian spacecraft Phobos-Grunt falls in Pacific Ocean,0.1,0.8750000000000001
"Police in Salinas, California identify teenage gunshot victim",-0.2,0.6499999999999999
"Lending Locked, U.S. Tries Trillion-Dollar Key",-0.1,0.45000000000000007
"Magnitude 6.4 earthquake hits east coast of Honshu, Japan",0e+00,0.0
"Water main bursts in west Edinburgh; traffic, utilities disrupted",-0.5,0.2999999999999999
"For Some Airlines, Doubts Take a Back Seat",0e+00,0.44999999999999973
EU to send police officers to Haiti,-0.3,0.45000000000000007
Trade Is Falling Fast Around the Globe,0.4,0.44999999999999984
"Nothing honourable in honour killings, says Indian court",-0.7,0.44999999999999996
British driver admits driving at 172 mph,-0.4,0.44999999999999996
Former US Senator Ted Stevens among five killed in Alaska plane crash,-0.3,0
Former Louisiana Tech University President F. Jay Taylor dies aged 87,0e+00,0.4500000000000002
Warren Buffett and the Rating Agencies,-0.2,0.44999999999999996
"Woman slashed to death, man steals $6 for beer",-0.6,0
Documents Back Saudi Link to Extremists,-0.1,0.3
Football: FA charges Chelsea for player misconduct; John Terry investigated over alleged racial abuse,-0.3,0
Proton rocket fails during launch of JCSAT-11 satellite,-0.7,0
Ericsson and Nokia Siemens Are Managing Just Fine,0e+00,0.2999999999999999
"Not Scotland, but Closer: Golf in Nova Scotia",-0.1,0.45000000000000007
Norway Slides Into Recession,0e+00,0.44999999999999973
Two killed in Istanbul explosion,-0.4,0.44999999999999996
Tibet Cabinet Says Talks With China Are Welcome,0e+00,0.14999999999999974
Crew of Discovery inspect Shuttle for launch damage,0e+00,0.45000000000000007
Iran promises retaliation for Israeli action against nuclear facilities,-0.5,0.15000000000000002
Talks with TGWU and Gate Gourmet to resume later today,0e+00,0.45000000000000007
Major train wreck in Southern India,-0.7,0.4500000000000002
Eight US soldiers killed in Afghanistan after clash with millitants,-0.3,0
Energy companies to raise consumer rates,-0.4,0.4500000000000002
2012 Report on Gender Equality and Development suggests Australian women are doing okay,0e+00,0
Tributes paid to the victims of the July 7 2005 London bombings,-0.2,0
$30 Million Paid So Far to Madoff Victims,0e+00,0.44999999999999996
Ralph Nader enters US presidential race as independent,0e+00,0.44999999999999996
Brazilian news agency using free software for multimedia broadcasting,0e+00,0.2999999999999999
Gunmen Kill Judge in Ingushetia in Latest Caucasus Violence,0e+00,0.45000000000000007
Host England Falls to the Brink in World Twenty20 Cricket,0.1,0.44999999999999996
McCain clinches Republican nomination as Huckabee concedes,0.1,0.14999999999999997
Michigan Is Latest to End Apparel Deal With Russell,0.2,0.44999999999999973
Obama signs healthcare bill for 9/11 emergency workers,-0.3,0.14999999999999997
France pledges twelve million Euro in aid to Pakistan,0.1,0
Former communist leader Hua Guofeng dies age 87,0e+00,0.44999999999999996
"As Storefronts Become Vacant, Ads Arrive",-0.3,0.44999999999999996
Afghan Run in Cup Ends Just Short of Its Goal,-0.2,0.44999999999999984
Microsoft and Yahoo Executives Meet,0e+00,0.44999999999999973
Facebook to share the technology 'behind its servers',-0.3,0.45000000000000007
Bush claims violence in Iraq down to lowest level for four years,-0.5,0.0
"Rebels Kill at Least 620 in Congo, Groups Say",0e+00,1.1102230246251565e-16
No. 19 Purdue Caps Wild Comeback Against Northwestern,0e+00,0.44999999999999996
Most complete dinosaur from Britain goes on display,0.4,0.44999999999999996
Ireland to Inject $5.6 Billion Into Anglo Irish Bank,0.1,0.14999999999999986
Zegna Explores New Markets in Face of Downturn,0.4,0.44999999999999996
Taiwan’s Blue Camp pays respects on the thirtieth anniversary of the passing of Chiang Kai-shek,0.2,0
Scottish Premier League: Celtic thump Hearts 5-0,0.2,0
Andrew Sayers resigns National Museum of Australia directorship,0.4,0.4950000000000001
Rodrigo Ortúzar announces plans to dramatize Chilean miners' stories,0e+00,0.0
Bonobo chimp threatened in Congo,-0.6,0.4500000000000002
Conrad Black loses appeal against fraud conviction,-0.7,0.44999999999999996
Foam manufacturer settles for US$25 million over Station nightclub fire,0e+00,0.14999999999999974
"Internet group Anonymous hacks No Cussing Club's website, owner's e-mail account",-0.4,0
Israel Removes Illegal Settler Outpost in West Bank,0.2,0.44999999999999973
Gene mutation produces autism-like traits in mice,0e+00,0.6000000000000001
Greek Socialist party wins general elections,0e+00,0.44999999999999996
Hole in fuselage causes Qantas flight to make emergency landing,-0.7,0.0
"Amid Floods, Brazilian Town Wades On",0e+00,0.44999999999999984
2 Natural Gas Deals Tie Hungary Closer to Russia,0.2,0.44999999999999973
Court participates in traffic ticket amnesty program,-0.2,0.44999999999999973
US Senator Kennedy has brain tumor surgically removed,0e+00,0.45000000000000007
Study raises health concerns about shower curtains,-0.4,0.8
"F.B.I. Finds Stanford, Missing Financier, in Virginia",0.1,0.3
Russian prime minister resigns at President Vladimir Putin's request,0e+00,0.2999999999999999
Cameras to Roll for Low-Budget Film Company,0e+00,0.44999999999999984
"Voting Complete, India Awaits Deal-Making",0.2,0.4500000000000002
"New Jobless Filings Fall, but Long-Term Claims Rise",0e+00,0.44999999999999996
"Large magnitude 7.8 earthquake, aftershock strikes Vanuatu region",0.1,0
"More Room on the iPod, Coming Soon",0.1,0.3749999999999997
"Money Market Funds Are a Refuge, Right?",-0.1,0.44999999999999973
4 Convicted in Pirate Bay File-Sharing Trial,0e+00,0.44999999999999996
Stella English wins sixth series of UK's The Apprentice,0.2,0.3
"Rap music fan sentenced to Beethoven, pays fine instead",-0.1,0.4500000000000002
Macquarie Island Shows Consequences of Cat Eradication,0e+00,0.7999999999999999
"Iran 'suspends' releasing British soldiers; Shots fired near Iranian Consul in Basra, Iraq",0e+00,0
4 Prosecutors in Stevens Case Held in Contempt,0e+00,5.551115123125783e-17
UN Security Council votes to extend Ivory Coast sanctions,0.1,0.45
UK study highlights child abuse by humanitarian workers,-0.3,0.2999999999999999
British Union Trims Aid to Party,0.5,0.44999999999999996
Early reports indicate massive blizzard to strike northeastern portions of US late Thursday,-0.1,0.14999999999999997
Adult H1N1 swine flu death takes Northern Ireland death toll to seventeen,-0.3,0.14999999999999997
Final report blames London passenger jet crash on ice,-0.6,0.3000000000000001
Labor Secretary Proposes Suspending Farm Rules,0e+00,0.44999999999999996
Bottled water concerns health experts,0.2,0.4500000000000002
Tanzania accused of supporting terrorism to destabilise Burundi,-0.7,0.45000000000000007
Overhaul of Florida Voting Rules Is Proposed,0e+00,0.44999999999999973
Wikinews Interviews Australian young cricketer Gerald Huang,0.3,0.44999999999999984
"6 Olympians, Including 2 Medalists, Fail Doping Reanalysis",-0.5,0
Nonprofits Seek Lobby Rule Exceptions,0e+00,0.44999999999999973
Ship fire kills nine Greek and Filipino sailors in Caribbean Sea,0e+00,0
"Plane crash in Cork, Ireland kills six",-0.6,0.15000000000000008
New York legalizes same-sex marriage,0e+00,0.44999999999999996
Washington Post Names 2 Managing Editors,0e+00,0.14999999999999997
"Proposal for Buffalo, N.Y. hotel reportedly dead: parcels for sale ""by owner""",-0.6,0
Haitian cholera victims threaten United Nations with lawsuit,-0.7,0.2999999999999999
How to Make Smart Gifts to Charities in Tough Financial Times,0e+00,0.9999999999999998
British student falls to his death from 10th floor window,-0.4,0
Pope Celebrates Mass in Jordan,0.2,0.4500000000000002
Much of UK placed on flood alert by Met Office,0e+00,0.2999999999999999
"UConn Is Stunned, Disappointed, and Exhausted",-0.8,0.44999999999999996
Seven armed robbers in South Africa shot dead by police,-0.6,0.14999999999999997
Wikinews interviews Chinese-American martial artist Alfred Hsing,0.2,0.14999999999999974
Iceland nationalises Kaupthing Bank,0.3,0.44999999999999984
Yankees Rally as Biggest Hits Stay Inside the Park,0.1,0.44999999999999973
Police arrest two over Exeter bomb explosion,-0.5,0.15000000000000008
Massive 7.5 earthquake strikes Indonesia,0.3,0.4500000000000002
Nokia takes over Symbian OS development,-0.3,0.44999999999999996
U.S. retailers sue world’s largest credit card issuer,0e+00,0.14999999999999997
UK Defence Minister alludes to possible Iraq troop reduction,0e+00,0.3
U.S. Supreme Court requests reconsideration of habeas petitions of Gitmo captives,0e+00,0
Cuban dissidents hold rare public meeting,0.3,0.44999999999999996
Iraqi government to investigate Saddam video,-0.1,0.2999999999999999
Democrats Resisting Obama on Social Security,0.3,0.6
China and Indonesia hail deal of Copenhagen summit,0e+00,0.1499999999999998
Nuclear plant sealed off after traces of explosives found on bag,-0.5,0.3
US House committee approves daylight saving time amendment,0.2,0.45
Yahoo Posts Earnings Drop; Plans to Cut 5% of Work Force,-0.2,0.15000000000000008
Woman in Binghamton Athletics Files Harassment Complaint,0e+00,0.44999999999999984
Guard Mutiny in Bangladesh Ends,0e+00,0.4500000000000002
Kenya negotiations resume; parliament to debate power sharing accord,0e+00,0.14999999999999997
Government Offers Details of Bank Stress Test,0e+00,0.2999999999999999
Hurricane Emily hits Grenada,0.4,0.44999999999999973
51 suspects named by UN for war crimes in Darfur,-0.1,0.030000000000000138
"The Race to Provide Wi-Fi at 30,000 Feet",0.1,0.15000000000000008
"Public officials, experts discuss lessons learned during West, Texas explosion",0e+00,0
Former rugby union commentator Bill McLaren dies at age 86,-0.2,0.44999999999999973
Lawmaker Denies Effort for Lobbyists,0.2,0.45000000000000007
First couples celebrate same-sex marriage in New Zealand,0e+00,0.4950000000000001
Never Mind What It Costs. Can I Get 70 % Off?,-0.2,1
Algerian rebel group claims kidnapping of two Austrians in Tunisia,-0.7,0
Suicides of Soldiers Reach High of Nearly 3 Decades,0e+00,0.44999999999999973
China's consumer prices rise to a three-year high in June as food prices soar 14.4 percent,-0.3,0
"Powerful earthquake rocks southern Japan, tsunami warnings issued",0.3,0.45000000000000007
"Total, the French Oil Company, Places Its Bets Globally",0.1,0.4800000000000001
Roku Can Now Get Access to a Larger Film Library,0.3,0.4800000000000001
France raises security level to red in response to London bombings,-0.4,0.1499999999999999
